ALTERDATA,ITEM DO EPI,QTD,NOME SITE
ENFERMEIRO SUPERVISOR,Avental TNT descartável,1.0,ENFERMEIRO SUPERVISOR
ENFERMEIRO SUPERVISOR,Máscara descartável,1.0,ENFERMEIRO SUPERVISOR
ENFERMEIRO SUPERVISOR,Máscara N95,1.0,ENFERMEIRO SUPERVISOR
ENFERMEIRO URGENCIA E EMERGENCIA,Avental TNT descartável,1.0,ENFERMEIRO URGÊNCIA E EMERGÊNCIA
ENFERMEIRO URGENCIA E EMERGENCIA,Luva de procedimento descartável,1.0,ENFERMEIRO URGÊNCIA E EMERGÊNCIA
ENFERMEIRO URGENCIA E EMERGENCIA,Máscara descartável,1.0,ENFERMEIRO URGÊNCIA E EMERGÊNCIA
ENFERMEIRO URGENCIA E EMERGENCIA,Máscara N95,1.0,ENFERMEIRO URGÊNCIA E EMERGÊNCIA
ENFERMEIRO URGENCIA E EMERGENCIA,Touca TNT descartável,1.0,ENFERMEIRO URGÊNCIA E EMERGÊNCIA
ENFERMEIRO UTI ADULTO,Avental TNT descartável,1.0,ENFERMEIRO UTI ADULTO
ENFERMEIRO UTI ADULTO,Luva de procedimento descartável,1.0,ENFERMEIRO UTI ADULTO
ENFERMEIRO UTI ADULTO,Máscara descartável,1.0,ENFERMEIRO UTI ADULTO
ENFERMEIRO UTI ADULTO,Máscara N95,1.0,ENFERMEIRO UTI ADULTO
ENFERMEIRO UTI ADULTO,Touca TNT descartável,1.0,ENFERMEIRO UTI ADULTO
ENFERMEIRO UTI NEO,Avental TNT descartável,1.0,ENFERMEIRO UTI NEO
ENFERMEIRO UTI NEO,Luva de procedimento descartável,1.0,ENFERMEIRO UTI NEO
ENFERMEIRO UTI NEO,Máscara descartável,1.0,ENFERMEIRO UTI NEO
ENFERMEIRO UTI NEO,Máscara N95,1.0,ENFERMEIRO UTI NEO
ENFERMEIRO UTI NEO,Touca TNT descartável,1.0,ENFERMEIRO UTI NEO
ENFERMEIRO UTI PEDIATRICA,Avental TNT descartável,1.0,ENFERMEIRO UTI PEDIÁTRICA
ENFERMEIRO UTI PEDIATRICA,Luva de procedimento descartável,1.0,ENFERMEIRO UTI PEDIÁTRICA
ENFERMEIRO UTI PEDIATRICA,Máscara descartável,1.0,ENFERMEIRO UTI PEDIÁTRICA
ENFERMEIRO UTI PEDIATRICA,Máscara N95,1.0,ENFERMEIRO UTI PEDIÁTRICA
ENFERMEIRO UTI PEDIATRICA,Touca TNT descartável,1.0,ENFERMEIRO UTI PEDIÁTRICA
ENGENHEIRO CIVIL,SEM EPI,0.0,ENGENHEIRO CIVIL
ENGENHEIRO CLINICO,SEM EPI,0.0,ENGENHEIRO CLÍNICO
ENGENHEIRO DE PLANEJAMENTO,SEM EPI,0.0,ENGENHEIRO DE PLANEJAMENTO
ENGENHEIRO DE PRODUCAO,SEM EPI,0.0,ENGENHEIRO DE PRODUÇÃO
ENGENHEIRO DE SEGURANÇA DO TRABALHO,Avental TNT descartável,1.0,ENGENHEIRO DE SEGURANÇA DO TRABALHO
ENGENHEIRO DE SEGURANÇA DO TRABALHO,Máscara descartável,1.0,ENGENHEIRO DE SEGURANÇA DO TRABALHO
ENGENHEIRO DE SEGURANÇA DO TRABALHO,Máscara N95,1.0,ENGENHEIRO DE SEGURANÇA DO TRABALHO
ENGENHEIRO ELETRICISTA,Avental TNT descartável,1.0,ENGENHEIRO ELETRICISTA
ENGENHEIRO ELETRICISTA,Máscara descartável,1.0,ENGENHEIRO ELETRICISTA
ENGENHEIRO ELETRICISTA,Máscara N95,1.0,ENGENHEIRO ELETRICISTA
ENGENHEIRO MECANICO,SEM EPI,0.0,ENGENHEIRO MECÂNICO
ENGENHEIRO CLINICO,SEM EPI,0.0,ENGENHEIRO CLÍNICO
ENGENHEIRO DE MEIO AMBIENTE,SEM EPI,0.0,ENGENHEIRO DE MEIO AMBIENTE
ENGENHEIRO DE PRODUCAO,SEM EPI,0.0,ENGENHEIRO DE PRODUÇÃO
ENGENHEIRO ELETRICISTA,Avental TNT descartável,1.0,ENGENHEIRO ELETRICISTA
ENGENHEIRO ELETRICISTA,Máscara descartável,1.0,ENGENHEIRO ELETRICISTA
ENGENHEIRO ELETRICISTA,Máscara N95,1.0,ENGENHEIRO ELETRICISTA
ESPECIALISTA DA HOTELARIA,SEM EPI,0.0,ESPECIALISTA DA HOTELARIA
ESPECIALISTA DA QUALIDADE,SEM EPI,0.0,ESPECIALISTA DA QUALIDADE
ESPECIALISTA DE ATENDIMENTO,SEM EPI,0.0,ESPECIALISTA DE ATENDIMENTO
ESPECIALISTA DE CERTIFICACAO,SEM EPI,0.0,ESPECIALISTA DE CERTIFICAÇÃO
ESPECIALISTA DE DADOS CLINICOS E ASSISTENCIAIS,SEM EPI,0.0,ESPECIALISTA DE DADOS CLINICOS E ASSISTENCIAIS
ESPECIALISTA DE ENSINO,SEM EPI,0.0,ESPECIALISTA DE ENSINO
ESPECIALISTA DE PROCESSOS FINANCEIROS,SEM EPI,0.0,ESPECIALISTA DE PROCESSOS FINANCEIROS
ESPECIALISTA DE SERVICOS EM SAUDE,SEM EPI,0.0,ESPECIALISTA DE SERVICOS EM SAUDE
ESPECIALISTA EM DOCUMENTACAO SOFTWARE,SEM EPI,0.0,ESPECIALISTA EM DOCUMENTAÇÃO SOFTWARE
ESPECIALISTA EM GESTAO DE PROCESSSOS,SEM EPI,0.0,ESPECIALISTA EM GESTAO DE PROCESSSOS
ESPECIALISTA EM SISTEMA DE INFORMACAO,SEM EPI,0.0,ESPECIALISTA EM SISTEMA DE INFORMAÇÃO
EXECUTIVO  ADMINISTRATIVO,SEM EPI,0.0,EXECUTIVO ADMINISTRATIVO
EXECUTIVO  DE COMPRAS,SEM EPI,0.0,EXECUTIVO DE COMPRAS
EXECUTIVO  DE PATRIMONIO,SEM EPI,0.0,EXECUTIVO DE PATRIMONIO
EXECUTIVO  DE PLANEJAMENTO,SEM EPI,0.0,EXECUTIVO DE PLANEJAMENTO
EXECUTIVO  FINANCEIRO,SEM EPI,0.0,EXECUTIVO FINANCEIRO
EXECUTIVO  JURIDICO,SEM EPI,0.0,EXECUTIVO JURIDICO
EXECUTIVO DE PROGRAMAÇÃO,SEM EPI,0.0,EXECUTIVO DE PROGRAMAÇÃO
EXECUTIVO DE RECURSOS HUMANOS,SEM EPI,0.0,EXECUTIVO DE RECURSOS HUMANOS
EXECUTIVO DE TI,SEM EPI,0.0,EXECUTIVO DE TI
EXECUTIVO DA GERENCIA ADMINISTRATIVA,SEM EPI,0.0,EXECUTIVO DA GERENCIA ADMINISTRATIVA
EXECUTIVO DE AUDITORIA INTERNA,SEM EPI,0.0,EXECUTIVO DE AUDITORIA INTERNA
EXECUTIVO DE COMUNICACAO E MARKETING,SEM EPI,0.0,EXECUTIVO DE COMUNICAÇÃO E MARKETING
EXECUTIVO DE CONTRATOS,SEM EPI,0.0,EXECUTIVO DE CONTRATOS
EXECUTIVO DE PROCESSOS FINANCEIROS,SEM EPI,0.0,EXECUTIVO DE PROCESSOS FINANCEIROS
FARMACEUTICO,Avental TNT descartável,1.0,FARMACÊUTICO
FARMACEUTICO,Luva de Látex,1.0,FARMACÊUTICO
FARMACEUTICO,Luva de procedimento descartável,1.0,FARMACÊUTICO
FARMACEUTICO,Máscara descartável,1.0,FARMACÊUTICO
FARMACEUTICO,Máscara N95,1.0,FARMACÊUTICO
FARMACEUTICO,Touca TNT descartável,1.0,FARMACÊUTICO
FARMACEUTICO INDUSTRIAL,Avental TNT descartável,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO INDUSTRIAL,Luva de Látex,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO INDUSTRIAL,Luva de procedimento descartável,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO INDUSTRIAL,Máscara descartável,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO INDUSTRIAL,Máscara N95,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO INDUSTRIAL,Touca TNT descartável,1.0,FARMACÊUTICO INDUSTRIAL
FARMACEUTICO/BIOQUIMICO,Avental TNT descartável,1.0,FARMACÊUTICO/BIOQUÍMICO
FARMACEUTICO/BIOQUIMICO,Luva de Látex,1.0,FARMACÊUTICO/BIOQUÍMICO
FARMACEUTICO/BIOQUIMICO,Luva de procedimento descartável,1.0,FARMACÊUTICO/BIOQUÍMICO
FARMACEUTICO/BIOQUIMICO,Máscara descartável,1.0,FARMACÊUTICO/BIOQUÍMICO
FARMACEUTICO/BIOQUIMICO,Máscara N95,1.0,FARMACÊUTICO/BIOQUÍMICO
FARMACEUTICO/BIOQUIMICO,Touca TNT descartável,1.0,FARMACÊUTICO/BIOQUÍMICO
FATURISTA,Avental TNT descartável,1.0,FATURISTA
FATURISTA,Máscara descartável,1.0,FATURISTA
FATURISTA,Máscara N95,1.0,FATURISTA
FISIOTERAPEUTA,Avental TNT descartável,1.0,FISIOTERAPEUTA
FISIOTERAPEUTA,Luva de procedimento descartável,1.0,FISIOTERAPEUTA
FISIOTERAPEUTA,Máscara descartável,1.0,FISIOTERAPEUTA
FISIOTERAPEUTA,Máscara N95,1.0,FISIOTERAPEUTA
FISIOTERAPEUTA,Touca TNT descartável,1.0,FISIOTERAPEUTA
FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO,Avental TNT descartável,1.0,FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO
FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO,Luva de procedimento descartável,1.0,FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO
FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO,Máscara descartável,1.0,FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO
FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO,Máscara N95,1.0,FISIOTERAPEUTA ESP. EM TERAPIA INTENSIVA ADULTO
FISIOTERAPEUTA UTI,Avental TNT descartável,1.0,FISIOTERAPEUTA UTI
FISIOTERAPEUTA UTI,Luva de procedimento descartável,1.0,FISIOTERAPEUTA UTI
FISIOTERAPEUTA UTI,Máscara descartável,1.0,FISIOTERAPEUTA UTI
FISIOTERAPEUTA UTI,Máscara N95,1.0,FISIOTERAPEUTA UTI
FISIOTERAPEUTA UTI PEDIATRICA,Avental TNT descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA
FISIOTERAPEUTA UTI PEDIATRICA,Luva de procedimento descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA
FISIOTERAPEUTA UTI PEDIATRICA,Máscara descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA
FISIOTERAPEUTA UTI PEDIATRICA,Máscara N95,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA
FISIOTERAPEUTA UTI PEDIATRICO E NEONATAL,Avental TNT descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA E NEONATAL
FISIOTERAPEUTA UTI PEDIATRICO E NEONATAL,Luva de procedimento descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA E NEONATAL
FISIOTERAPEUTA UTI PEDIATRICO E NEONATAL,Máscara descartável,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA E NEONATAL
FISIOTERAPEUTA UTI PEDIATRICO E NEONATAL,Máscara N95,1.0,FISIOTERAPEUTA UTI PEDIÁTRICA E NEONATAL
FISIOTERAPEUTA UTI-ADULTO,Avental TNT descartável,1.0,FISIOTERAPEUTA UTI ADULTO
FISIOTERAPEUTA UTI-ADULTO,Luva de procedimento descartável,1.0,FISIOTERAPEUTA UTI ADULTO
FISIOTERAPEUTA UTI-ADULTO,Máscara descartável,1.0,FISIOTERAPEUTA UTI ADULTO
FISIOTERAPEUTA UTI-ADULTO,Máscara N95,1.0,FISIOTERAPEUTA UTI ADULTO
FISIOTERAPEUTA UTI-NEO,Avental TNT descartável,1.0,FISIOTERAPEUTA UTI NEO
FISIOTERAPEUTA UTI-NEO,Luva de procedimento descartável,1.0,FISIOTERAPEUTA UTI NEO
FISIOTERAPEUTA UTI-NEO,Máscara descartável,1.0,FISIOTERAPEUTA UTI NEO
FISIOTERAPEUTA UTI-NEO,Máscara N95,1.0,FISIOTERAPEUTA UTI NEO
FONOAUDIOLOGO,Avental TNT descartável,1.0,FONOAUDIOLOGO
FONOAUDIOLOGO,Luva de procedimento descartável,1.0,FONOAUDIOLOGO
FONOAUDIOLOGO,Máscara descartável,1.0,FONOAUDIOLOGO
FONOAUDIOLOGO,Máscara N95,1.0,FONOAUDIOLOGO
FOTOGRAFO E VIDEOMAKER,SEM EPI,0.0,FOTOGRAFO E VIDEOMAKER
GERENTE ADMINISTRATIVO,Avental TNT descartável,1.0,GERENTE ADMINISTRATIVO
GERENTE ADMINISTRATIVO,Máscara descartável,1.0,GERENTE ADMINISTRATIVO
GERENTE ADMINISTRATIVO,Máscara N95,1.0,GERENTE ADMINISTRATIVO
GERENTE ASSISTENCIAL DA REGULACAO DE LEITOS,SEM EPI,0.0,GERENTE ASSISTENCIAL DA REGULAÇÃO DE LEITOS
GERENTE DA CAF,SEM EPI,0.0,GERENTE DA CAF
GERENTE DA CSL,SEM EPI,0.0,GERENTE DA CSL
GERENTE DA QUALIDADE,Avental TNT descartável,1.0,GERENTE DA QUALIDADE
GERENTE DA QUALIDADE,Máscara descartável,1.0,GERENTE DA QUALIDADE
GERENTE DA QUALIDADE,Máscara N95,1.0,GERENTE DA QUALIDADE
GERENTE DA QUALIDADE E BIOSEGURANÇA,Avental TNT descartável,1.0,GERENTE DA QUALIDADE E BIOSEGURANÇA
GERENTE DA QUALIDADE E BIOSEGURANÇA,Máscara descartável,1.0,GERENTE DA QUALIDADE E BIOSEGURANÇA
GERENTE DA QUALIDADE E BIOSEGURANÇA,Máscara N95,1.0,GERENTE DA QUALIDADE E BIOSEGURANÇA
GERENTE DA SAUDE OCUPACIONAL,SEM EPI,0.0,GERENTE DA SAUDE OCUPACIONAL
GERENTE DE AUDITORIA HOSPITALAR,SEM EPI,0.0,GERENTE DE AUDITORIA HOSPITALAR
GERENTE DE AUDITORIA INTERNA,SEM EPI,0.0,GERENTE DE AUDITORIA INTERNA
GERENTE DE COMPRAS E CONTRATOS,SEM EPI,0.0,GERENTE DE COMPRAS E CONTRATOS
GERENTE DE COMUNICACAO E MARKETING,SEM EPI,0.0,GERENTE DE COMUNICAÇÃO E MARKETING
GERENTE DE CONTABILIDADE,SEM EPI,0.0,GERENTE DE CONTABILIDADE
GERENTE DE CONTROLE INTERNO FINANCEIRO,SEM EPI,0.0,GERENTE DE CONTROLE INTERNO FINANCEIRO
GERENTE DE DESENVOLVIMENTO,SEM EPI,0.0,GERENTE DE DESENVOLVIMENTO
GERENTE DE DESENVOLVIMENTO DE PARCEIROS,SEM EPI,0.0,GERENTE DE DESENVOLVIMENTO DE PARCEIROS
GERENTE DE DESENVOLVIMENTO DE PESSOAS,SEM EPI,0.0,GERENTE DE DESENVOLVIMENTO DE PESSOAS
GERENTE DE EDUCACAO RESIDENCIA E PESQUISA,SEM EPI,0.0,GERENTE DE EDUCAÇÃO RESIDENCIA E PESQUISA
GERENTE DE ENFERMAGEM,Avental TNT descartável,1.0,GERENTE DE ENFERMAGEM
GERENTE DE ENFERMAGEM,Máscara descartável,1.0,GERENTE DE ENFERMAGEM
GERENTE DE ENFERMAGEM,Máscara N95,1.0,GERENTE DE ENFERMAGEM
GERENTE DE ENGENHARIA,Máscara descartável,1.0,GERENTE DE ENGENHARIA
GERENTE DE ENGENHARIA,Máscara N95,1.0,GERENTE DE ENGENHARIA
GERENTE DE ENGENHARIA CLÍNICA,SEM EPI,0.0,GERENTE DE ENGENHARIA CLÍNICA
GERENTE DE ENGENHARIA E MANUTENCAO,SEM EPI,0.0,GERENTE DE ENGENHARIA E MANUTENÇÃO
GERENTE DE EQUIPE MULTIPROFISSIONAL,SEM EPI,0.0,GERENTE DE EQUIPE MULTIPROFISSIONAL
GERENTE DE ESCRITORIO DE PROJETOS,SEM EPI,0.0,GERENTE DE ESCRITORIO DE PROJETOS
GERENTE DE FARMACIA,SEM EPI,0.0,GERENTE DE FARMACIA
GERENTE DE GENTE E GESTAO,SEM EPI,0.0,GERENTE DE GENTE E GESTAO
GERENTE DE GESTÃO DE PESSOAS,SEM EPI,0.0,GERENTE DE GESTÃO DE PESSOAS
GERENTE DE GESTÃO HOSPITALAR,SEM EPI,0.0,GERENTE DE GESTÃO HOSPITALAR
GERENTE DE GESTAO INTEGRADA,SEM EPI,0.0,GERENTE DE GESTAO INTEGRADA
GERENTE DE GOVERNANCA,SEM EPI,0.0,GERENTE DE GOVERNANCA
GERENTE DE INFRAESTRUTURA,SEM EPI,0.0,GERENTE DE INFRAESTRUTURA
GERENTE DE LOGISTICA,SEM EPI,0.0,GERENTE DE LOGISTICA
GERENTE DE LOGISTICA (ARMAZENAGEM E DISTRIBUICAO),SEM EPI,0.0,GERENTE DE LOGISTICA (ARMAZENAGEM E DISTRIBUIÇÃO)
GERENTE DE MEIO AMBIENTE,SEM EPI,0.0,GERENTE DE MEIO AMBIENTE
GERENTE DE MONITORAMENTO E AVALIAÇÃO,SEM EPI,0.0,GERENTE DE MONITORAMENTO E AVALIAÇÃO
GERENTE DE OFICINA,SEM EPI,0.0,GERENTE DE OFICINA
GERENTE DE OPERACOES OBRAS E MANUTENCAO,SEM EPI,0.0,GERENTE DE OPERACOES OBRAS E MANUTENÇÃO
GERENTE DE OUVIDORIA,SEM EPI,0.0,GERENTE DE OUVIDORIA
GERENTE DE PLANEJAMENTO,SEM EPI,0.0,GERENTE DE PLANEJAMENTO
GERENTE DE POLÍTICA DE EDUCAÇÃO E  CONTROLE,Avental TNT descartável,1.0,GERENTE DE POLÍTICA DE EDUCAÇÃO E CONTROLE
GERENTE DE POLÍTICA DE EDUCAÇÃO E  CONTROLE,Máscara descartável,1.0,GERENTE DE POLÍTICA DE EDUCAÇÃO E CONTROLE
GERENTE DE POLÍTICA DE EDUCAÇÃO E  CONTROLE,Máscara N95,1.0,GERENTE DE POLÍTICA DE EDUCAÇÃO E CONTROLE
GERENTE DE PROCESSOS CLINICOS,SEM EPI,0.0,GERENTE DE PROCESSOS CLINICOS
GERENTE DE PROCESSOS FINANCEIROS,SEM EPI,0.0,GERENTE DE PROCESSOS FINANCEIROS
GERENTE DE PROJETOS E CONTROLE,SEM EPI,0.0,GERENTE DE PROJETOS E CONTROLE
GERENTE DE RECURSOS HUMANOS,Máscara descartável,1.0,GERENTE DE RECURSOS HUMANOS
GERENTE DE RECURSOS HUMANOS,Máscara N95,1.0,GERENTE DE RECURSOS HUMANOS
GERENTE DE REGULACAO AMBULATORIAL,SEM EPI,0.0,GERENTE DE REGULAÇÃO AMBULATORIAL
GERENTE DE RELACOES TRABALHISTAS,SEM EPI,0.0,GERENTE DE RELACOES TRABALHISTAS
GERENTE DE SEGURANÇA DO TRABALHO,SEM EPI,0.0,GERENTE DE SEGURANÇA DO TRABALHO
GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA,Avental TNT descartável,1.0,GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA
GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA,Máscara descartável,1.0,GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA
GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA,Máscara N95,1.0,GERENTE DE SERVICO DE ASSISTENCIA FARMACEUTICA
GERENTE DE SERVIÇOS E SAUDE,SEM EPI,0.0,GERENTE DE SERVIÇOS E SAUDE
GERENTE DE SERVICOS HOSPITALARES,SEM EPI,0.0,GERENTE DE SERVICOS HOSPITALARES
GERENTE DE TECNOLOGIA DA INFORMACAO,SEM EPI,0.0,GERENTE DE TECNOLOGIA DA INFORMAÇÃO
GERENTE DE TECNOLOGIA DA INFORMAÇAO E COMUNICAÇAO,SEM EPI,0.0,GERENTE DE TECNOLOGIA DA INFORMAÇAO E COMUNICAÇAO
GERENTE DE TRANSPORTE SANITARIO TERRESTRE,SEM EPI,0.0,GERENTE DE TRANSPORTE SANITARIO TERRESTRE
GERENTE DE TREINAMENTO E DESENVOLVIMENTO,SEM EPI,0.0,GERENTE DE TREINAMENTO E DESENVOLVIMENTO
GERENTE DO NIR,SEM EPI,0.0,GERENTE DO NIR
GERENTE DO NUCLEO DE CONTROLE INTERNO DA GESTAO,SEM EPI,0.0,GERENTE DO NUCLEO DE CONTROLE INTERNO DA GESTAO
GERENTE DO NUCLEO JURIDICO,SEM EPI,0.0,GERENTE DO NUCLEO JURIDICO
GERENTE DO SERVICO DE HEMOTERAPIA,SEM EPI,0.0,GERENTE DO SERVICO DE HEMOTERAPIA
GERENTE FINANCEIRO,SEM EPI,0.0,GERENTE FINANCEIRO
GERENTE GERAL,Avental TNT descartável,1.0,GERENTE GERAL
GERENTE GERAL,Máscara descartável,1.0,GERENTE GERAL
GERENTE GERAL,Máscara N95,1.0,GERENTE GERAL
GERENTE GERAL ADMINISTRATIVO,Avental TNT descartável,1.0,GERENTE GERAL ADMINISTRATIVO
GERENTE GERAL ADMINISTRATIVO,Máscara descartável,1.0,GERENTE GERAL ADMINISTRATIVO
GERENTE GERAL ADMINISTRATIVO,Máscara N95,1.0,GERENTE GERAL ADMINISTRATIVO
GERENTE GERAL CLINICO,Avental TNT descartável,1.0,GERENTE GERAL CLINICO
GERENTE GERAL CLINICO,Máscara descartável,1.0,GERENTE GERAL CLINICO
GERENTE GERAL CLINICO,Máscara N95,1.0,GERENTE GERAL CLINICO
GERENTE GERAL DA DIRETORIA DE ENGENHARIA E MANUTEN,SEM EPI,0.0,GERENTE GERAL DA DIRETORIA DE ENGENHARIA E MANUTEN
GERENTE GERAL DA DIRETORIA EXECUTIVA FINANCEIRA,SEM EPI,0.0,GERENTE GERAL DA DIRETORIA EXECUTIVA FINANCEIRA
GERENTE GERAL DE ABASTECIMENTO,SEM EPI,0.0,GERENTE GERAL DE ABASTECIMENTO
GERENTE GERAL DE ENFERMAGEM,Avental TNT descartável,1.0,GERENTE GERAL DE ENFERMAGEM
GERENTE GERAL DE ENFERMAGEM,Máscara descartável,1.0,GERENTE GERAL DE ENFERMAGEM
GERENTE GERAL DE ENFERMAGEM,Máscara N95,1.0,GERENTE GERAL DE ENFERMAGEM
GERENTE GERAL DE GESTAO DE PESSOAS,SEM EPI,0.0,GERENTE GERAL DE GESTAO DE PESSOAS
"GERENTE GERAL DE PLANEJAM, GOVERNANÇA E INOVAÇÃO",SEM EPI,0.0,"GERENTE GERAL DE PLANEJAM, GOVERNANÇA E INOVAÇÃO"
"GERENTE GERAL DE SAUDE, SEGURANÇA E MEIO AMBIENTE",SEM EPI,0.0,"GERENTE GERAL DE SAUDE, SEGURANÇA E MEIO AMBIENTE"
GERENTE MULTIPROFISSIONAL,SEM EPI,0.0,GERENTE MULTIPROFISSIONAL
GERENTE NUCLEO JURIDICO ADMINISTRATIVO,SEM EPI,0.0,GERENTE NUCLEO JURIDICO ADMINISTRATIVO
GERENTE NUCLEO JURIDICO TRABALHISTA,SEM EPI,0.0,GERENTE NUCLEO JURIDICO TRABALHISTA
GERENTE TÉCNICO,Avental TNT descartável,1.0,GERENTE TÉCNICO
GERENTE TÉCNICO,Máscara descartável,1.0,GERENTE TÉCNICO
GERENTE TÉCNICO,Máscara N95,1.0,GERENTE TÉCNICO
GERENTE DE CONTRATOS DE GESTÃO,SEM EPI,0.0,GERENTE DE CONTRATOS DE GESTÃO
GERENTE DE GESTAO HOSPITALAR,SEM EPI,0.0,GERENTE DE GESTAO HOSPITALAR
GERENTE DE LOGISTICA FARMACEUTICO,SEM EPI,0.0,GERENTE DE LOGISTICA FARMACEUTICO
GERENTE DE MONITORAMENTO E AVALIAÇÃO,SEM EPI,0.0,GERENTE DE MONITORAMENTO E AVALIAÇÃO
JORNALISTA,Máscara descartável,1.0,JORNALISTA
JORNALISTA,Máscara N95,1.0,JORNALISTA
JOVEM APRENDIZ,Máscara descartável,1.0,JOVEM APRENDIZ
JOVEM APRENDIZ,Máscara N95,1.0,JOVEM APRENDIZ
LACTARISTA,Avental TNT descartável,1.0,LACTARISTA
LACTARISTA,Luva de procedimento descartável,1.0,LACTARISTA
LACTARISTA,Máscara descartável,1.0,LACTARISTA
LACTARISTA,Máscara N95,1.0,LACTARISTA
MAQUEIRO,Avental TNT descartável,1.0,MAQUEIRO
MAQUEIRO,Luva de procedimento descartável,1.0,MAQUEIRO
MAQUEIRO,Máscara descartável,1.0,MAQUEIRO
MAQUEIRO,Máscara N95,1.0,MAQUEIRO
MEDICO  CLINICO,Avental TNT descartável,1.0,MÉDICO CLÍNICO
MEDICO  CLINICO,Luva de procedimento descartável,1.0,MÉDICO CLÍNICO
MEDICO  CLINICO,Máscara descartável,1.0,MÉDICO CLÍNICO
MEDICO  CLINICO,Máscara N95,1.0,MÉDICO CLÍNICO
MEDICO  CLINICO,Touca TNT descartável,1.0,MÉDICO CLÍNICO
MÉDICO  REGULADOR,Avental TNT descartável,1.0,MÉDICO REGULADOR
MÉDICO  REGULADOR,Máscara descartável,1.0,MÉDICO REGULADOR
MÉDICO  REGULADOR,Máscara N95,1.0,MÉDICO REGULADOR
Médico  Regulador,Avental TNT descartável,1.0,MÉDICO REGULADOR
Médico  Regulador,Máscara descartável,1.0,MÉDICO REGULADOR
Médico  Regulador,Máscara N95,1.0,MÉDICO REGULADOR
MEDICO CARDIOLOGISTA,Avental TNT descartável,1.0,MÉDICO CARDIOLOGISTA
MEDICO CARDIOLOGISTA,Luva de procedimento descartável,1.0,MÉDICO CARDIOLOGISTA
MEDICO CARDIOLOGISTA,Máscara descartável,1.0,MÉDICO CARDIOLOGISTA
MEDICO CARDIOLOGISTA,Máscara N95,1.0,MÉDICO CARDIOLOGISTA
MEDICO CARDIOLOGISTA,Touca TNT descartável,1.0,MÉDICO CARDIOLOGISTA
MEDICO DO TRABALHO,Avental TNT descartável,1.0,MÉDICO DO TRABALHO
MEDICO DO TRABALHO,Luva de procedimento descartável,1.0,MÉDICO DO TRABALHO
MEDICO DO TRABALHO,Máscara descartável,1.0,MÉDICO DO TRABALHO
MEDICO DO TRABALHO,Máscara N95,1.0,MÉDICO DO TRABALHO
MÉDICO ENDOCRINOLOGISTA,Avental TNT descartável,1.0,MÉDICO ENDOCRINOLOGISTA
MÉDICO ENDOCRINOLOGISTA,Luva de procedimento descartável,1.0,MÉDICO ENDOCRINOLOGISTA
MÉDICO ENDOCRINOLOGISTA,Máscara descartável,1.0,MÉDICO ENDOCRINOLOGISTA
MÉDICO ENDOCRINOLOGISTA,Máscara N95,1.0,MÉDICO ENDOCRINOLOGISTA
MEDICO ENDOCRINOLOGISTA E METABOLOGISTA,Avental TNT descartável,1.0,MÉDICO ENDOCRINOLOGISTA E METABOLOGISTA
MEDICO ENDOCRINOLOGISTA E METABOLOGISTA,Luva de procedimento descartável,1.0,MÉDICO ENDOCRINOLOGISTA E METABOLOGISTA
MEDICO ENDOCRINOLOGISTA E METABOLOGISTA,Máscara descartável,1.0,MÉDICO ENDOCRINOLOGISTA E METABOLOGISTA
MEDICO ENDOCRINOLOGISTA E METABOLOGISTA,Máscara N95,1.0,MÉDICO ENDOCRINOLOGISTA E METABOLOGISTA
MEDICO ENDOCRINOLOGISTA E METABOLOGISTA,Touca TNT descartável,1.0,MÉDICO ENDOCRINOLOGISTA E METABOLOGISTA
MEDICO GINECOLOGISTA E OBSTETRA,Avental TNT descartável,1.0,MÉDICO GINECOLOGISTA E OBSTETRA
MEDICO GINECOLOGISTA E OBSTETRA,Luva de procedimento descartável,1.0,MÉDICO GINECOLOGISTA E OBSTETRA
